"兴","xìng","интерес; радость; процветать; начинать"
"星","xīng","звезда; планета; искра; звезда (знаменитость)"
"京","jīng","столица; Пекин"
"米","mǐ","рис; метр; (мера длины)"
"客","kè","гость; клиент; пассажир; посторонний"
"友","yǒu","друг; товарищ; дружеский"
"钱","qián","деньги; монета; деньги; цена"
"热","rè","горячий; жаркий; жара; возбуждённый; популярный"
"坐","zuò","сидеть; ехать (на транспорте); садиться"
"校","xiào","школа; учебное заведение; полевой офицер"
"脑","nǎo","мозг; ум; голова; сознание"
"谁","shuí","кто?; чей?; кто-нибудь"
"哪","nǎ","какой?; который?; где?; как?"
"喜","xǐ","радоваться; любить; радостный; предпочитать"
"习","xí","учиться; привыкать; упражняться; практика"
"欢","huān","радостный; весёлый; любить; довольный"
"冷","lěng","холодный; холодно; холод; нелюдимый"
"汉","hàn","китаец; китайский (язык); мужчина; Хань (династия)"
"衣","yī","одежда; платье; покрытие; оболочка"
"妈","mā","мама; мать"
"读","dú","читать; учиться; громко читать; произносить"
"买","mǎi","покупать; купить; приобретать"
"岁","suì","год (возраст); лет; урожай"
"块","kuài","кусок; глыба; юань (денежная единица)"
"姐","jiě","старшая сестра; девушка; барышня"
"亮","liàng","яркий; светлый; громкий; блестящий; светить"
"朋","péng","друг; приятель; товарищ"
"谢","xiè","благодарить; благодарность; увядать"
"钟","zhōng","часы; колокол; звонок; время; графин"
"雨","yǔ","дождь; дождливый"
"饭","fàn","еда, пища; рис (варёный); приём пищи"
"睡","shuì","спать; засыпать; дремать"
"喝","hē","пить; питьё; кричать; окликнуть"
"午","wǔ","полдень; обед; седьмой земной знак"
"店","diàn","магазин; лавка; гостиница; постоялый двор"
"爸","bà","папа; отец; батюшка"
"桌","zhuō","стол; парта; счётное слово для столов"
"菜","cài","овощи; блюдо; кушанье; еда"
"茶","chá","чай; чайный; чайный напиток"
"狗","gǒu","собака; пёс"
"杯","bēi","чашка; стакан; бокал; кубок; счётное слово для напитков"
"租","zū","арендовать; сдавать в аренду; рента; налог"
"昨","zuó","вчера; вчерашний день; прошлое"
"漂","piào","плавать; течь; красивый; хороший"
"椅","yǐ","стул; кресло; табурет"
"猫","māo","кошка; кот; кошачий"
"喂","wèi","алло!; эй!; кормить"
"苹","píng","яблоко; ряска (растение)"
